"gene_id"	"trans_id"	"omega_Fice"	"dN_Fice"	"dS_Fice"
"ENSFALG00000013768"	"ENSFALT00000014434"	0.3715	0.0283	0.0761
"ENSFALG00000013775"	"ENSFALT00000014435"	0.196	0.0123	0.0628
"ENSFALG00000013776"	"ENSFALT00000014437"	1e-04	0	0.1472
"ENSFALG00000013782"	"ENSFALT00000014440"	0.4626	0.0442	0.0956
"ENSFALG00000013784"	"ENSFALT00000014441"	1e-04	0	0.0354
"ENSFALG00000013780"	"ENSFALT00000014442"	0.0446	0.0053	0.1187
"ENSFALG00000013783"	"ENSFALT00000014445"	0.0713	0.0038	0.0532
"ENSFALG00000013790"	"ENSFALT00000014448"	0.0506	0.0032	0.0623
"ENSFALG00000013789"	"ENSFALT00000014449"	0.3586	0.0242	0.0676
"ENSFALG00000013778"	"ENSFALT00000014450"	0.0558	0.0058	0.1039
"ENSFALG00000013791"	"ENSFALT00000014451"	0.5064	0.078	0.154
"ENSFALG00000013792"	"ENSFALT00000014452"	1e-04	0	0.0095
"ENSFALG00000013793"	"ENSFALT00000014453"	0.0832	0.0044	0.0533
"ENSFALG00000013796"	"ENSFALT00000014455"	1e-04	0	0.0675
"ENSFALG00000013794"	"ENSFALT00000014456"	1e-04	0	0.0314
"ENSFALG00000013799"	"ENSFALT00000014459"	1e-04	0	0.0196
"ENSFALG00000013800"	"ENSFALT00000014460"	0.1615	0.0288	0.1781
"ENSFALG00000013803"	"ENSFALT00000014463"	0.1588	0.0122	0.077
"ENSFALG00000013804"	"ENSFALT00000014465"	1e-04	0	0.2139
"ENSFALG00000013797"	"ENSFALT00000014466"	1e-04	0	0.0941
"ENSFALG00000013806"	"ENSFALT00000014468"	1e-04	0	0.018
"ENSFALG00000013810"	"ENSFALT00000014470"	0.2978	0.0257	0.0862
"ENSFALG00000013812"	"ENSFALT00000014471"	1e-04	0	0.0358
"ENSFALG00000013807"	"ENSFALT00000014472"	0.0522	0.0067	0.1293
"ENSFALG00000013813"	"ENSFALT00000014473"	0.0278	0.0036	0.13
"ENSFALG00000013814"	"ENSFALT00000014475"	0.0419	0.0027	0.064
"ENSFALG00000013815"	"ENSFALT00000014478"	1e-04	0	0.0025
"ENSFALG00000013817"	"ENSFALT00000014479"	1e-04	0	0.0959
"ENSFALG00000013819"	"ENSFALT00000014480"	1e-04	0	0.1017
"ENSFALG00000013820"	"ENSFALT00000014481"	0.1798	0.0213	0.1186
"ENSFALG00000013821"	"ENSFALT00000014482"	0.074	0.0182	0.2457
"ENSFALG00000013823"	"ENSFALT00000014483"	0.0365	0.0029	0.0784
"ENSFALG00000013824"	"ENSFALT00000014484"	0.0174	7e-04	0.0376
"ENSFALG00000013822"	"ENSFALT00000014486"	0.1417	0.0054	0.0383
"ENSFALG00000013827"	"ENSFALT00000014487"	0.0068	9e-04	0.1302
"ENSFALG00000013826"	"ENSFALT00000014490"	0.302	0.0223	0.0739
"ENSFALG00000013829"	"ENSFALT00000014491"	0.0609	0.0053	0.0868
"ENSFALG00000013830"	"ENSFALT00000014493"	1e-04	0	0.0585
"ENSFALG00000013831"	"ENSFALT00000014494"	0.041	0.0114	0.2787
"ENSFALG00000013809"	"ENSFALT00000014495"	0.1073	0.0087	0.081
"ENSFALG00000013833"	"ENSFALT00000014496"	0.0286	0.0013	0.0463
"ENSFALG00000013832"	"ENSFALT00000014497"	0.0654	0.0058	0.0885
"ENSFALG00000013834"	"ENSFALT00000014499"	0.0404	0.0045	0.1118
"ENSFALG00000013836"	"ENSFALT00000014500"	0.0627	0.0083	0.1329
"ENSFALG00000013837"	"ENSFALT00000014501"	0.0595	0.0152	0.2557
"ENSFALG00000013838"	"ENSFALT00000014502"	0.0955	0.0103	0.1074
"ENSFALG00000013839"	"ENSFALT00000014503"	0.0513	0.0038	0.0744
"ENSFALG00000013840"	"ENSFALT00000014504"	0.4265	0.0221	0.0518
"ENSFALG00000013835"	"ENSFALT00000014505"	0.3975	0.011	0.0276
"ENSFALG00000013841"	"ENSFALT00000014506"	0.116	0.0028	0.0242
"ENSFALG00000013843"	"ENSFALT00000014507"	0.5925	0.0114	0.0193
"ENSFALG00000013844"	"ENSFALT00000014508"	0.1223	0.0197	0.1612
"ENSFALG00000013845"	"ENSFALT00000014509"	0.364	0.007	0.0192
"ENSFALG00000013846"	"ENSFALT00000014510"	1e-04	0	0.0142
"ENSFALG00000013842"	"ENSFALT00000014511"	0.0185	0.0012	0.063
"ENSFALG00000013849"	"ENSFALT00000014513"	0.3629	0.0414	0.114
"ENSFALG00000013850"	"ENSFALT00000014514"	0.0102	0.0013	0.1288
"ENSFALG00000013852"	"ENSFALT00000014515"	0.1396	0.0094	0.0675
"ENSFALG00000013853"	"ENSFALT00000014516"	0.0384	0.0047	0.1224
"ENSFALG00000013847"	"ENSFALT00000014517"	0.813	0.025	0.0308
"ENSFALG00000013854"	"ENSFALT00000014518"	0.09	0.0095	0.1051
"ENSFALG00000013851"	"ENSFALT00000014519"	0.0128	8e-04	0.0661
"ENSFALG00000013855"	"ENSFALT00000014520"	0.0689	0.0057	0.0828
"ENSFALG00000013856"	"ENSFALT00000014522"	0.2222	0.0122	0.0547
"ENSFALG00000013857"	"ENSFALT00000014523"	0.4917	0.0546	0.1111
"ENSFALG00000013858"	"ENSFALT00000014524"	0.1785	0.0206	0.1152
"ENSFALG00000013861"	"ENSFALT00000014525"	0.0468	0.0024	0.0514
"ENSFALG00000013863"	"ENSFALT00000014527"	0.2479	0.0513	0.2069
"ENSFALG00000013864"	"ENSFALT00000014528"	0.0769	0.0163	0.2118
"ENSFALG00000013865"	"ENSFALT00000014529"	999	0.005	0
"ENSFALG00000013866"	"ENSFALT00000014531"	1e-04	0	0.1515
"ENSFALG00000013860"	"ENSFALT00000014532"	0.0754	0.0091	0.121
"ENSFALG00000013867"	"ENSFALT00000014533"	0.3075	0.0782	0.2543
"ENSFALG00000013868"	"ENSFALT00000014534"	0.1003	0.047	0.4683
"ENSFALG00000013869"	"ENSFALT00000014535"	0.0073	4e-04	0.0573
"ENSFALG00000013873"	"ENSFALT00000014537"	0.0336	0.002	0.0591
"ENSFALG00000013874"	"ENSFALT00000014538"	0.1605	0.0093	0.058
"ENSFALG00000013872"	"ENSFALT00000014539"	0.0853	0.0049	0.0574
"ENSFALG00000013876"	"ENSFALT00000014541"	999	0.0073	0
"ENSFALG00000013871"	"ENSFALT00000014542"	0.0872	0.0052	0.0595
"ENSFALG00000013877"	"ENSFALT00000014543"	1e-04	0	0.046
"ENSFALG00000013881"	"ENSFALT00000014545"	0.1511	0.0069	0.0454
"ENSFALG00000013880"	"ENSFALT00000014546"	0.1599	0.0096	0.0603
"ENSFALG00000013882"	"ENSFALT00000014547"	0.0415	0.0016	0.0389
"ENSFALG00000013883"	"ENSFALT00000014548"	0.2324	0.0128	0.055
"ENSFALG00000013885"	"ENSFALT00000014550"	0.2357	0.0169	0.0716
"ENSFALG00000013886"	"ENSFALT00000014552"	0.0755	0.0012	0.0157
"ENSFALG00000013887"	"ENSFALT00000014553"	0.1423	0.0093	0.0655
"ENSFALG00000013890"	"ENSFALT00000014555"	0.168	0.0388	0.2307
"ENSFALG00000013888"	"ENSFALT00000014557"	0.089	0.0097	0.1089
"ENSFALG00000013892"	"ENSFALT00000014558"	1e-04	0	0.0389
"ENSFALG00000013893"	"ENSFALT00000014559"	0.067	0.0256	0.3816
"ENSFALG00000013895"	"ENSFALT00000014560"	1e-04	0	0.0453
"ENSFALG00000013897"	"ENSFALT00000014561"	0.0516	0.0044	0.0857
"ENSFALG00000013898"	"ENSFALT00000014562"	0.1696	0.0074	0.0435
"ENSFALG00000013899"	"ENSFALT00000014563"	0.0743	0.0049	0.0655
"ENSFALG00000013896"	"ENSFALT00000014564"	0.023	9e-04	0.0407
"ENSFALG00000013900"	"ENSFALT00000014565"	0.2226	0.0107	0.0479
"ENSFALG00000013901"	"ENSFALT00000014566"	1e-04	0	0.0411
"ENSFALG00000013903"	"ENSFALT00000014567"	0.0472	0.0055	0.1172
"ENSFALG00000013904"	"ENSFALT00000014569"	0.0644	0.0044	0.0688
"ENSFALG00000013902"	"ENSFALT00000014571"	1e-04	0	0.0535
"ENSFALG00000013906"	"ENSFALT00000014572"	0.0321	0.0023	0.0731
"ENSFALG00000013908"	"ENSFALT00000014573"	0.2499	0.0185	0.074
"ENSFALG00000013907"	"ENSFALT00000014574"	1e-04	0	0.0505
"ENSFALG00000013910"	"ENSFALT00000014575"	0.2305	0.0132	0.0575
"ENSFALG00000013911"	"ENSFALT00000014576"	0.076	0.0043	0.0567
"ENSFALG00000013912"	"ENSFALT00000014577"	0.0445	0.0131	0.2932
"ENSFALG00000013913"	"ENSFALT00000014578"	0.0536	0.0016	0.0303
"ENSFALG00000013914"	"ENSFALT00000014579"	0.0368	0.0027	0.0726
"ENSFALG00000013915"	"ENSFALT00000014580"	0.8386	0.0335	0.04
"ENSFALG00000013917"	"ENSFALT00000014581"	0.1362	0.0096	0.0703
"ENSFALG00000013918"	"ENSFALT00000014583"	0.0626	0.0048	0.0772
"ENSFALG00000013909"	"ENSFALT00000014584"	1e-04	0	0.0391
"ENSFALG00000013919"	"ENSFALT00000014586"	1e-04	0	0.0096
"ENSFALG00000013920"	"ENSFALT00000014587"	0.168	0.0131	0.078
"ENSFALG00000013921"	"ENSFALT00000014588"	0.2023	0.0133	0.0658
"ENSFALG00000013922"	"ENSFALT00000014589"	0.1695	0.0146	0.0862
"ENSFALG00000013925"	"ENSFALT00000014591"	0.0488	0.0028	0.0581
"ENSFALG00000013926"	"ENSFALT00000014592"	0.603	0.0203	0.0337
"ENSFALG00000013923"	"ENSFALT00000014593"	0.0154	0.0033	0.2156
"ENSFALG00000013928"	"ENSFALT00000014597"	0.1812	0.0055	0.0304
"ENSFALG00000013932"	"ENSFALT00000014599"	0.4335	0.3728	0.86
"ENSFALG00000013934"	"ENSFALT00000014601"	0.7694	0.0166	0.0215
"ENSFALG00000013931"	"ENSFALT00000014602"	0.021	0.0043	0.2059
"ENSFALG00000013936"	"ENSFALT00000014604"	0.2434	0.015	0.0615
"ENSFALG00000013937"	"ENSFALT00000014605"	0.0037	5e-04	0.1292
"ENSFALG00000013930"	"ENSFALT00000014606"	0.0096	0.0018	0.1834
"ENSFALG00000013938"	"ENSFALT00000014608"	0.0903	0.0131	0.1452
"ENSFALG00000013943"	"ENSFALT00000014611"	0.0357	0.0034	0.0956
"ENSFALG00000013939"	"ENSFALT00000014612"	0.1582	0.0071	0.0448
"ENSFALG00000013947"	"ENSFALT00000014615"	0.0255	0.0038	0.1504
"ENSFALG00000013945"	"ENSFALT00000014616"	0.0148	0.0025	0.1695
"ENSFALG00000013949"	"ENSFALT00000014618"	1e-04	0	0.0379
"ENSFALG00000013944"	"ENSFALT00000014619"	0.1425	0.0473	0.3323
"ENSFALG00000013951"	"ENSFALT00000014621"	0.2405	0.0112	0.0467
"ENSFALG00000013950"	"ENSFALT00000014622"	0.0222	0.0017	0.0784
"ENSFALG00000013955"	"ENSFALT00000014626"	0.1672	0.0098	0.0584
"ENSFALG00000013958"	"ENSFALT00000014630"	1e-04	0	0.077
"ENSFALG00000013959"	"ENSFALT00000014631"	0.1614	0.003	0.0187
"ENSFALG00000013960"	"ENSFALT00000014632"	1e-04	0	0.0552
"ENSFALG00000013961"	"ENSFALT00000014633"	0.0343	0.0036	0.1063
"ENSFALG00000013964"	"ENSFALT00000014635"	0.0053	4e-04	0.0691
"ENSFALG00000013965"	"ENSFALT00000014636"	0.1622	0.0115	0.0706
"ENSFALG00000013966"	"ENSFALT00000014637"	0.01	0.0011	0.1095
"ENSFALG00000013967"	"ENSFALT00000014638"	0.225	0.0138	0.0614
"ENSFALG00000013969"	"ENSFALT00000014640"	0.1459	0.0078	0.0533
"ENSFALG00000013970"	"ENSFALT00000014641"	0.2516	0.0111	0.0441
"ENSFALG00000013971"	"ENSFALT00000014642"	0.1421	0.0044	0.0307
"ENSFALG00000013973"	"ENSFALT00000014644"	3.4897	0.0166	0.0047
"ENSFALG00000013974"	"ENSFALT00000014645"	1e-04	0	0.0269
"ENSFALG00000013975"	"ENSFALT00000014646"	999	0.0385	0
"ENSFALG00000013976"	"ENSFALT00000014647"	0.3201	0.0175	0.0548
"ENSFALG00000013962"	"ENSFALT00000014648"	0.0888	0.009	0.1016
"ENSFALG00000013977"	"ENSFALT00000014649"	0.1037	0.0097	0.0933
"ENSFALG00000013978"	"ENSFALT00000014653"	0.475	0.0178	0.0374
"ENSFALG00000013980"	"ENSFALT00000014654"	0.2572	0.0116	0.0451
"ENSFALG00000013981"	"ENSFALT00000014655"	1e-04	0	0
"ENSFALG00000013979"	"ENSFALT00000014657"	1e-04	0	0.1134
"ENSFALG00000013984"	"ENSFALT00000014659"	0.14	0.0097	0.0691
"ENSFALG00000013986"	"ENSFALT00000014660"	1e-04	0	0.1948
"ENSFALG00000013985"	"ENSFALT00000014662"	0.0293	0.0034	0.1151
"ENSFALG00000013988"	"ENSFALT00000014663"	0.1633	0.0125	0.0765
"ENSFALG00000013991"	"ENSFALT00000014666"	0.3723	0.0175	0.047
"ENSFALG00000013992"	"ENSFALT00000014667"	999	0.0079	0
"ENSFALG00000013993"	"ENSFALT00000014668"	0.0525	0.0018	0.0348
"ENSFALG00000013994"	"ENSFALT00000014669"	0.7697	0.0622	0.0808
"ENSFALG00000013995"	"ENSFALT00000014670"	0.1803	0.0179	0.0993
"ENSFALG00000013996"	"ENSFALT00000014671"	0.0989	0.0105	0.1063
"ENSFALG00000013997"	"ENSFALT00000014672"	0.0801	0.0057	0.0715
"ENSFALG00000013999"	"ENSFALT00000014674"	0.0931	0.0081	0.0869
"ENSFALG00000014001"	"ENSFALT00000014675"	0.489	0.0347	0.0709
"ENSFALG00000014000"	"ENSFALT00000014676"	1e-04	0	0.0464
"ENSFALG00000014003"	"ENSFALT00000014678"	0.0684	0.004	0.058
"ENSFALG00000014006"	"ENSFALT00000014682"	1e-04	0	0.0273
"ENSFALG00000014007"	"ENSFALT00000014683"	0.0538	0.0027	0.0508
"ENSFALG00000014009"	"ENSFALT00000014684"	0.0905	0.0127	0.1401
"ENSFALG00000014008"	"ENSFALT00000014685"	0.5828	0.0345	0.0592
"ENSFALG00000014011"	"ENSFALT00000014686"	0.1163	0.0064	0.055
"ENSFALG00000014012"	"ENSFALT00000014687"	0.153	0.0164	0.1073
"ENSFALG00000014016"	"ENSFALT00000014691"	0.0326	0.0048	0.1473
"ENSFALG00000014014"	"ENSFALT00000014693"	0.3422	0.033	0.0964
"ENSFALG00000014019"	"ENSFALT00000014696"	0.1049	0.0067	0.0639
"ENSFALG00000014021"	"ENSFALT00000014698"	0.2062	0.0163	0.0792
"ENSFALG00000014022"	"ENSFALT00000014699"	999	0.0211	0
"ENSFALG00000014023"	"ENSFALT00000014700"	0.1499	0.0159	0.1058
"ENSFALG00000014024"	"ENSFALT00000014701"	0.2315	0.0109	0.047
"ENSFALG00000014026"	"ENSFALT00000014702"	0.245	0.0169	0.0691
"ENSFALG00000014028"	"ENSFALT00000014704"	0.2926	0.0125	0.0426
"ENSFALG00000014025"	"ENSFALT00000014705"	0.1414	0.0251	0.1778
"ENSFALG00000014029"	"ENSFALT00000014706"	0.023	0.0015	0.0657
"ENSFALG00000014033"	"ENSFALT00000014710"	0.243	0.0167	0.0687
"ENSFALG00000014034"	"ENSFALT00000014711"	0.0782	0.0291	0.372
"ENSFALG00000014036"	"ENSFALT00000014713"	0.6411	0.0301	0.047
"ENSFALG00000014037"	"ENSFALT00000014714"	0.0937	0.0051	0.0548
"ENSFALG00000014038"	"ENSFALT00000014715"	0.2677	0.0291	0.1086
"ENSFALG00000014040"	"ENSFALT00000014717"	0.492	0.0297	0.0603
"ENSFALG00000014042"	"ENSFALT00000014719"	0.2623	0.0152	0.0579
"ENSFALG00000014043"	"ENSFALT00000014720"	0.3902	0.0184	0.0472
"ENSFALG00000014045"	"ENSFALT00000014722"	0.1391	0.0268	0.1927
"ENSFALG00000014046"	"ENSFALT00000014723"	1e-04	0	0.0562
"ENSFALG00000014049"	"ENSFALT00000014726"	0.0524	0.007	0.1337
"ENSFALG00000014050"	"ENSFALT00000014727"	1e-04	0	0.0858
"ENSFALG00000014051"	"ENSFALT00000014728"	0.0804	0.02	0.2486
"ENSFALG00000014052"	"ENSFALT00000014729"	0.1016	0.0083	0.0817
"ENSFALG00000014053"	"ENSFALT00000014730"	0.3683	0.0265	0.072
"ENSFALG00000014054"	"ENSFALT00000014731"	0.1705	0.0206	0.1206
"ENSFALG00000014055"	"ENSFALT00000014732"	0.2817	0.0205	0.0728
"ENSFALG00000014056"	"ENSFALT00000014733"	0.014	0.0025	0.1787
"ENSFALG00000014057"	"ENSFALT00000014735"	0.1271	0.0272	0.2138
"ENSFALG00000014058"	"ENSFALT00000014736"	0.1098	0.019	0.1734
"ENSFALG00000014059"	"ENSFALT00000014737"	0.0823	0.0109	0.1324
"ENSFALG00000014060"	"ENSFALT00000014738"	0.1533	0.0225	0.1469
"ENSFALG00000014061"	"ENSFALT00000014739"	0.0674	0.013	0.1936
"ENSFALG00000014063"	"ENSFALT00000014741"	0.0618	0.0077	0.1244
"ENSFALG00000014065"	"ENSFALT00000014743"	0.0259	0.0125	0.482
"ENSFALG00000014066"	"ENSFALT00000014744"	0.3379	0.0178	0.0527
"ENSFALG00000014067"	"ENSFALT00000014745"	0.3735	0.0346	0.0926
"ENSFALG00000014068"	"ENSFALT00000014747"	0.6528	0.0319	0.0489
"ENSFALG00000014069"	"ENSFALT00000014748"	0.4935	0.0414	0.0839
"ENSFALG00000014070"	"ENSFALT00000014749"	0.7754	0.0328	0.0423
"ENSFALG00000014071"	"ENSFALT00000014750"	0.059	0.0018	0.0311
"ENSFALG00000014073"	"ENSFALT00000014753"	0.3896	0.0185	0.0475
"ENSFALG00000014074"	"ENSFALT00000014754"	1e-04	0	0.0135
"ENSFALG00000014075"	"ENSFALT00000014755"	0.4353	0.0235	0.0539
"ENSFALG00000014076"	"ENSFALT00000014756"	0.3476	0.0163	0.0469
"ENSFALG00000014077"	"ENSFALT00000014757"	0.0064	0.5807	91.1121
"ENSFALG00000014081"	"ENSFALT00000014761"	0.0897	0.0014	0.0157
"ENSFALG00000014082"	"ENSFALT00000014762"	0.0248	0.009	0.3612
"ENSFALG00000014085"	"ENSFALT00000014765"	0.6414	0.04	0.0624
"ENSFALG00000014086"	"ENSFALT00000014766"	1e-04	0	0.0278
"ENSFALG00000014087"	"ENSFALT00000014767"	0.2164	0.0344	0.1591
"ENSFALG00000014089"	"ENSFALT00000014769"	1e-04	0	0.0079
"ENSFALG00000014091"	"ENSFALT00000014771"	0.1938	0.0169	0.0872
"ENSFALG00000014098"	"ENSFALT00000014778"	0.0206	0.0018	0.0879
"ENSFALG00000014111"	"ENSFALT00000014790"	2.0331	0.0375	0.0184
"ENSFALG00000014114"	"ENSFALT00000014794"	0.0134	0.001	0.0761
"ENSFALG00000014116"	"ENSFALT00000014796"	0.9556	0.0215	0.0225
"ENSFALG00000014120"	"ENSFALT00000014800"	0.0426	0.0058	0.1371
"ENSFALG00000014129"	"ENSFALT00000014809"	0.3428	0.0209	0.0609
"ENSFALG00000014130"	"ENSFALT00000014810"	1e-04	0	0.0933
"ENSFALG00000014132"	"ENSFALT00000014812"	0.0892	0.005	0.0559
"ENSFALG00000014145"	"ENSFALT00000014825"	0.2427	0.0069	0.0284
"ENSFALG00000014152"	"ENSFALT00000014832"	0.1398	0.0365	0.2614
"ENSFALG00000014153"	"ENSFALT00000014833"	1e-04	0	0.0669
"ENSFALG00000014164"	"ENSFALT00000014844"	999	0.0012	0
"ENSFALG00000014169"	"ENSFALT00000014848"	0.1045	0.0057	0.0549
"ENSFALG00000014175"	"ENSFALT00000014855"	0.0678	0.0084	0.1239
"ENSFALG00000014178"	"ENSFALT00000014858"	0.1231	0.0144	0.1167
"ENSFALG00000014180"	"ENSFALT00000014860"	0.1073	0.0232	0.2162
"ENSFALG00000014182"	"ENSFALT00000014861"	0.4618	0.0195	0.0423
"ENSFALG00000014186"	"ENSFALT00000014865"	1e-04	0	0.0425
"ENSFALG00000014191"	"ENSFALT00000014871"	0.0533	0.0105	0.1975
"ENSFALG00000014193"	"ENSFALT00000014873"	0.0363	0.0063	0.1748
"ENSFALG00000014194"	"ENSFALT00000014874"	0.024	0.0075	0.312
"ENSFALG00000014196"	"ENSFALT00000014876"	0.072	0.0034	0.0474
"ENSFALG00000014197"	"ENSFALT00000014877"	1e-04	0	0.0072
"ENSFALG00000014198"	"ENSFALT00000014878"	8.129	0	0
"ENSFALG00000014200"	"ENSFALT00000014880"	0.0668	0.003	0.0452
"ENSFALG00000014204"	"ENSFALT00000014884"	0.0348	0.0028	0.081
"ENSFALG00000014205"	"ENSFALT00000014885"	0.12	0.0219	0.1826
"ENSFALG00000014209"	"ENSFALT00000014889"	0.1178	0.0726	0.6163
"ENSFALG00000014211"	"ENSFALT00000014891"	0.0505	0.0032	0.0626
"ENSFALG00000014213"	"ENSFALT00000014893"	0.0534	0.0013	0.025
"ENSFALG00000014217"	"ENSFALT00000014897"	0.0196	8e-04	0.0421
"ENSFALG00000014220"	"ENSFALT00000014900"	0.1825	0.047	0.2576
"ENSFALG00000014224"	"ENSFALT00000014904"	0.0804	0.005	0.0625
"ENSFALG00000014226"	"ENSFALT00000014906"	0.1588	0.0076	0.0481
"ENSFALG00000014236"	"ENSFALT00000014916"	0.5661	0.0196	0.0347
"ENSFALG00000014240"	"ENSFALT00000014920"	1e-04	0	0.0366
"ENSFALG00000014243"	"ENSFALT00000014923"	0.1054	0.0186	0.1768
"ENSFALG00000014246"	"ENSFALT00000014926"	1e-04	0	0.1646
"ENSFALG00000014247"	"ENSFALT00000014927"	1e-04	0	0.1916
"ENSFALG00000014248"	"ENSFALT00000014928"	0.0221	0.0022	0.0979
"ENSFALG00000014251"	"ENSFALT00000014930"	0.0927	0.003	0.032
"ENSFALG00000014250"	"ENSFALT00000014931"	0.1748	0.0101	0.0581
"ENSFALG00000014253"	"ENSFALT00000014933"	0.5262	0.0352	0.0668
"ENSFALG00000014254"	"ENSFALT00000014934"	0.2181	0.016	0.0734
"ENSFALG00000014255"	"ENSFALT00000014935"	0.2627	0.0188	0.0716
"ENSFALG00000014256"	"ENSFALT00000014937"	0.023	0.0027	0.1159
"ENSFALG00000014259"	"ENSFALT00000014939"	0.0251	0.0015	0.0588
"ENSFALG00000014261"	"ENSFALT00000014941"	0.124	0.0583	0.47
"ENSFALG00000014264"	"ENSFALT00000014945"	0.0566	0.0224	0.3956
"ENSFALG00000014281"	"ENSFALT00000014961"	0.1173	0.0223	0.1902
"ENSFALG00000014283"	"ENSFALT00000014963"	0.0817	0.0076	0.0928
"ENSFALG00000014284"	"ENSFALT00000014964"	0.4712	0.018	0.0383
"ENSFALG00000014286"	"ENSFALT00000014966"	0.1685	0.0183	0.1086
"ENSFALG00000014287"	"ENSFALT00000014967"	0.1256	0.0084	0.0667
"ENSFALG00000014292"	"ENSFALT00000014972"	0.0062	7e-04	0.1093
"ENSFALG00000014299"	"ENSFALT00000014979"	0.3378	0.012	0.0356
"ENSFALG00000014300"	"ENSFALT00000014980"	0.1043	0.0079	0.0756
"ENSFALG00000014305"	"ENSFALT00000014985"	0.0438	0.0049	0.1129
"ENSFALG00000014315"	"ENSFALT00000014994"	0.15	0.0179	0.1196
"ENSFALG00000014320"	"ENSFALT00000014999"	0.029	0.0115	0.3955
"ENSFALG00000014326"	"ENSFALT00000015006"	0.0362	0.0053	0.1454
"ENSFALG00000014329"	"ENSFALT00000015009"	0.4402	0.0227	0.0516
"ENSFALG00000014330"	"ENSFALT00000015010"	1e-04	0	0.3055
"ENSFALG00000014333"	"ENSFALT00000015013"	0.0623	0.0063	0.1009
"ENSFALG00000014334"	"ENSFALT00000015014"	0.54	0.0492	0.0911
"ENSFALG00000014341"	"ENSFALT00000015021"	1e-04	0	0.0435
"ENSFALG00000014342"	"ENSFALT00000015022"	0.3422	0.0247	0.0722
"ENSFALG00000014344"	"ENSFALT00000015024"	0.0977	0.0067	0.0687
"ENSFALG00000014345"	"ENSFALT00000015025"	0.3559	0.0229	0.0642
"ENSFALG00000014346"	"ENSFALT00000015026"	0.0153	8e-04	0.0501
"ENSFALG00000014347"	"ENSFALT00000015027"	0.1716	0.0198	0.1156
"ENSFALG00000014348"	"ENSFALT00000015028"	0.0783	0.0094	0.1198
"ENSFALG00000014349"	"ENSFALT00000015029"	0.3521	0.0238	0.0677
"ENSFALG00000014351"	"ENSFALT00000015031"	0.2367	0.0147	0.062
"ENSFALG00000014352"	"ENSFALT00000015032"	0.0969	0.0032	0.0332
"ENSFALG00000014354"	"ENSFALT00000015034"	0.1328	0.007	0.053
"ENSFALG00000014357"	"ENSFALT00000015037"	1e-04	0	0.034
"ENSFALG00000014359"	"ENSFALT00000015039"	0.1616	0.0072	0.0444
"ENSFALG00000014362"	"ENSFALT00000015042"	0.2619	0.0186	0.0709
"ENSFALG00000014366"	"ENSFALT00000015045"	0.076	0.0029	0.0384
"ENSFALG00000014365"	"ENSFALT00000015046"	0.2662	0.0183	0.0686
"ENSFALG00000014375"	"ENSFALT00000015055"	0.0914	0.0074	0.0812
"ENSFALG00000014379"	"ENSFALT00000015059"	0.0266	0.0027	0.1008
"ENSFALG00000014380"	"ENSFALT00000015061"	0.0785	0.003	0.0378
"ENSFALG00000014382"	"ENSFALT00000015062"	0.2142	0.1101	0.514
"ENSFALG00000014383"	"ENSFALT00000015063"	1e-04	0	0.0217
"ENSFALG00000014384"	"ENSFALT00000015064"	0.0512	0.0046	0.0899
"ENSFALG00000014388"	"ENSFALT00000015068"	0.1686	0.0058	0.0343
"ENSFALG00000014389"	"ENSFALT00000015069"	0.1559	0.0142	0.0911
"ENSFALG00000014390"	"ENSFALT00000015070"	1e-04	0	0.0707
"ENSFALG00000014391"	"ENSFALT00000015071"	0.1386	0.0309	0.2231
"ENSFALG00000014396"	"ENSFALT00000015075"	0.0117	0.0016	0.133
"ENSFALG00000014395"	"ENSFALT00000015076"	1e-04	0	0.0693
"ENSFALG00000014400"	"ENSFALT00000015080"	0.0355	0.0077	0.2157
"ENSFALG00000014401"	"ENSFALT00000015081"	0.7917	0.0428	0.054
"ENSFALG00000014407"	"ENSFALT00000015087"	0.0415	0.0029	0.0699
"ENSFALG00000014411"	"ENSFALT00000015091"	0.0931	0.0081	0.0867
"ENSFALG00000014415"	"ENSFALT00000015095"	1e-04	0	0.086
"ENSFALG00000014417"	"ENSFALT00000015097"	0.023	0.0015	0.0644
"ENSFALG00000014421"	"ENSFALT00000015101"	1e-04	0	0.2742
"ENSFALG00000014423"	"ENSFALT00000015103"	0.0569	0.0032	0.0558
"ENSFALG00000014430"	"ENSFALT00000015110"	0.7712	0.0419	0.0543
"ENSFALG00000014436"	"ENSFALT00000015116"	0.0392	0.0036	0.0907
"ENSFALG00000014437"	"ENSFALT00000015117"	0.7807	0.0533	0.0682
"ENSFALG00000014439"	"ENSFALT00000015119"	0.0466	0.0052	0.1116
"ENSFALG00000014446"	"ENSFALT00000015126"	0.0724	0.0025	0.0345
"ENSFALG00000014454"	"ENSFALT00000015134"	0.1951	0.0155	0.0792
"ENSFALG00000014456"	"ENSFALT00000015136"	0.4146	0.028	0.0676
"ENSFALG00000014466"	"ENSFALT00000015146"	0.0476	0.0391	0.8201
"ENSFALG00000014467"	"ENSFALT00000015147"	0.0489	0.002	0.0412
"ENSFALG00000014468"	"ENSFALT00000015148"	0.0607	0.0088	0.1446
"ENSFALG00000014469"	"ENSFALT00000015149"	0.2466	0.0181	0.0734
"ENSFALG00000014474"	"ENSFALT00000015155"	1e-04	0	0.0448
"ENSFALG00000014479"	"ENSFALT00000015159"	0.1549	0.0075	0.0486
